"Step","run - eval/episode_success","run - eval/episode_success__MIN","run - eval/episode_success__MAX"
"2761728","0","0","0"
"5253632","0","0","0"
"7745536","0","0","0"
"10237440","0","0","0"
"12729344","0","0","0"
"15221248","0","0","0"
"17713152","0","0","0"
"20205056","0","0","0"
"22696960","0","0","0"
"25188864","0","0","0"
"27680768","0","0","0"
"30172672","0","0","0"
"32664576","0","0","0"
"35156480","0","0","0"
"37648384","0","0","0"
"40140288","0","0","0"
"42632192","0","0","0"
"45124096","0","0","0"
"47616000","0","0","0"
"50107904","0","0","0"
"52599808","0","0","0"
"55091712","0","0","0"
"57583616","0","0","0"
"60075520","0","0","0"
"62567424","0","0","0"
"65059328","0","0","0"
"67551232","0","0","0"
"70043136","0","0","0"
"72535040","0","0","0"
"75026944","0","0","0"
"77518848","0","0","0"
"80010752","0","0","0"
"82502656","0","0","0"
"84994560","0","0","0"
"87486464","0","0","0"
"89978368","0","0","0"
"92470272","0","0","0"
"94962176","0","0","0"
"97454080","0","0","0"
"99945984","0","0","0"
"102437888","0","0","0"
"104929792","0","0","0"
"107421696","0","0","0"
"109913600","0","0","0"
"112405504","0","0","0"
"114897408","0","0","0"
"117389312","0","0","0"
"119881216","0","0","0"
"122373120","0","0","0"
"124865024","0","0","0"
"127356928","0","0","0"
"129848832","0","0","0"
"132340736","0","0","0"
"134832640","0","0","0"
"137324544","0","0","0"
"139816448","0","0","0"
"142308352","0","0","0"
"144800256","0","0","0"
"147292160","0","0","0"
"149784064","0","0","0"
"152275968","0","0","0"
"154767872","0","0","0"
"157259776","0","0","0"
"159751680","0","0","0"
"162243584","0","0","0"
"164735488","0","0","0"
"167227392","0","0","0"
"169719296","0","0","0"
"172211200","0","0","0"
"174703104","0","0","0"
"177195008","0","0","0"
"179686912","0","0","0"
"182178816","0","0","0"
"184670720","0","0","0"
"187162624","0","0","0"
"189654528","0","0","0"
"192146432","0","0","0"
"194638336","0","0","0"
"197130240","0","0","0"
"199622144","0","0","0"
"202114048","0","0","0"
"204605952","0","0","0"
"207097856","0","0","0"
"209589760","0","0","0"
"212081664","0","0","0"
"214573568","0","0","0"
"217065472","0","0","0"
"219557376","0","0","0"
"222049280","0","0","0"
"224541184","0","0","0"
"227033088","0","0","0"
"229524992","0","0","0"
"232016896","0","0","0"
"234508800","0","0","0"
"237000704","0","0","0"
"239492608","0","0","0"
"241984512","0","0","0"
"244476416","0","0","0"
"246968320","0","0","0"
"249460224","0","0","0"
"251952128","0","0","0"
"254444032","0","0","0"
"256935936","0","0","0"
"259427840","0","0","0"
"261919744","0","0","0"
"264411648","0","0","0"
"266903552","0","0","0"
"269395456","0","0","0"
"271887360","0","0","0"
"274379264","0","0","0"
"276871168","0","0","0"
"279363072","0","0","0"
"281854976","0","0","0"
"284346880","0","0","0"
"286838784","0","0","0"
"289330688","0","0","0"
"291822592","0","0","0"
"294314496","0","0","0"
"296806400","0","0","0"
"299298304","0","0","0"
"301790208","0","0","0"
"304282112","0","0","0"
"306774016","0","0","0"
"309265920","0","0","0"
"311757824","0","0","0"
"314249728","0","0","0"
"316741632","0","0","0"
"319233536","0","0","0"
"321725440","0","0","0"
"324217344","0","0","0"
"326709248","0","0","0"
"329201152","0","0","0"
"331693056","0","0","0"
"334184960","0","0","0"
"336676864","0","0","0"
"339168768","0","0","0"
"341660672","0","0","0"
"344152576","0","0","0"
"346644480","0","0","0"
"349136384","0","0","0"
"351628288","0","0","0"
"354120192","0","0","0"
"356612096","0","0","0"
"359104000","0","0","0"
"361595904","0","0","0"
"364087808","0","0","0"
"366579712","0","0","0"
"369071616","0","0","0"
"371563520","0","0","0"
"374055424","0","0","0"
"376547328","0","0","0"
"379039232","0","0","0"
"381531136","0","0","0"
"384023040","0","0","0"
"386514944","0","0","0"
"389006848","0","0","0"
"391498752","0","0","0"
"393990656","0","0","0"
"396482560","0","0","0"
"398974464","0","0","0"
"401466368","0","0","0"
"403958272","0","0","0"
"406450176","0","0","0"
"408942080","0","0","0"
"411433984","0","0","0"
"413925888","0","0","0"
"416417792","0","0","0"
"418909696","0","0","0"
"421401600","0","0","0"
"423893504","0","0","0"
"426385408","0","0","0"
"428877312","0","0","0"
"431369216","0","0","0"
"433861120","0","0","0"
"436353024","0","0","0"
"438844928","0","0","0"
"441336832","0","0","0"
"443828736","0","0","0"
"446320640","0","0","0"
"448812544","0","0","0"
"451304448","0","0","0"
"453796352","0","0","0"
"456288256","0","0","0"
"458780160","0","0","0"
"461272064","0","0","0"
"463763968","0","0","0"
"466255872","0","0","0"
"468747776","0","0","0"
"471239680","0","0","0"
"473731584","0","0","0"
"476223488","0","0","0"
"478715392","0","0","0"
"481207296","0","0","0"
"483699200","0","0","0"
"486191104","0","0","0"
"488683008","0","0","0"
"491174912","0","0","0"
"493666816","0","0","0"
"496158720","0","0","0"
"498650624","0","0","0"
