"Step","run - eval/episode_success","run - eval/episode_success__MIN","run - eval/episode_success__MAX"
"1259520","0","0","0"
"2519040","0","0","0"
"3778560","0","0","0"
"5038080","0","0","0"
"6297600","0","0","0"
"7557120","0","0","0"
"8816640","0","0","0"
"10076160","0","0","0"
"11335680","0","0","0"
"12595200","0","0","0"
"13854720","0","0","0"
"15114240","0","0","0"
"16373760","0","0","0"
"17633280","0","0","0"
"18892800","0","0","0"
"20152320","0","0","0"
"21411840","0","0","0"
"22671360","0","0","0"
"23930880","0","0","0"
"25190400","0","0","0"
"26449920","0","0","0"
"27709440","0","0","0"
"28968960","0","0","0"
"30228480","0","0","0"
"31488000","0","0","0"
"32747520","0","0","0"
"34007040","0","0","0"
"35266560","0","0","0"
"36526080","0","0","0"
"37785600","0.1875","0.1875","0.1875"
"39045120","0.16796875","0.16796875","0.16796875"
"40304640","0","0","0"
"41564160","0","0","0"
"42823680","0.08203125","0.08203125","0.08203125"
"44083200","0.25390625","0.25390625","0.25390625"
"45342720","0","0","0"
"46602240","0","0","0"
"47861760","0.17578125","0.17578125","0.17578125"
"49121280","1.57421875","1.57421875","1.57421875"
"50380800","0.734375","0.734375","0.734375"
"51640320","0","0","0"
"52899840","0","0","0"
"54159360","0","0","0"
"55418880","5.5390625","5.5390625","5.5390625"
"56678400","0.12109375","0.12109375","0.12109375"
"57937920","0.15625","0.15625","0.15625"
"59197440","0.94140625","0.94140625","0.94140625"
"60456960","0.3125","0.3125","0.3125"
"61716480","0","0","0"
"62976000","0","0","0"
"64235520","0","0","0"
"65495040","8.79296875","8.79296875","8.79296875"
"66754560","3.28515625","3.28515625","3.28515625"
"68014080","0.328125","0.328125","0.328125"
"69273600","0.08984375","0.08984375","0.08984375"
"70533120","6.72265625","6.72265625","6.72265625"
"71792640","0.4765625","0.4765625","0.4765625"
"73052160","3.6484375","3.6484375","3.6484375"
"74311680","0.1328125","0.1328125","0.1328125"
"75571200","0","0","0"
"76830720","0.1484375","0.1484375","0.1484375"
"78090240","0","0","0"
"79349760","0.07421875","0.07421875","0.07421875"
"80609280","0.21875","0.21875","0.21875"
"81868800","17.3203125","17.3203125","17.3203125"
"83128320","6.9765625","6.9765625","6.9765625"
"84387840","0.15234375","0.15234375","0.15234375"
"85647360","0.58984375","0.58984375","0.58984375"
"86906880","1.78125","1.78125","1.78125"
"88166400","1.16015625","1.16015625","1.16015625"
"89425920","27.9375","27.9375","27.9375"
"90685440","0.41796875","0.41796875","0.41796875"
"91944960","0.359375","0.359375","0.359375"
"93204480","0.30859375","0.30859375","0.30859375"
"94464000","0.21875","0.21875","0.21875"
"95723520","0.05859375","0.05859375","0.05859375"
"96983040","3.65625","3.65625","3.65625"
"98242560","11.27734375","11.27734375","11.27734375"
