"Step","run - eval/episode_success","run - eval/episode_success__MIN","run - eval/episode_success__MAX"
"1259520","0","0","0"
"2519040","0","0","0"
"3778560","0","0","0"
"5038080","0","0","0"
"6297600","0","0","0"
"7557120","0","0","0"
"8816640","0","0","0"
"10076160","0","0","0"
"11335680","0","0","0"
"12595200","0","0","0"
"13854720","0","0","0"
"15114240","0","0","0"
"16373760","0","0","0"
"17633280","0","0","0"
"18892800","0","0","0"
"20152320","0","0","0"
"21411840","0","0","0"
"22671360","0","0","0"
"23930880","0","0","0"
"25190400","0","0","0"
"26449920","0","0","0"
"27709440","0","0","0"
"28968960","0","0","0"
"30228480","0","0","0"
"31488000","0","0","0"
"32747520","0","0","0"
"34007040","0","0","0"
"35266560","0","0","0"
"36526080","0","0","0"
"37785600","0","0","0"
"39045120","0","0","0"
"40304640","0","0","0"
"41564160","0","0","0"
"42823680","0","0","0"
"44083200","0","0","0"
"45342720","0","0","0"
"46602240","0","0","0"
"47861760","0","0","0"
"49121280","0","0","0"
"50380800","0","0","0"
"51640320","0","0","0"
"52899840","0","0","0"
"54159360","0","0","0"
"55418880","0","0","0"
"56678400","0","0","0"
"57937920","0","0","0"
"59197440","0","0","0"
"60456960","0","0","0"
"61716480","0","0","0"
"62976000","0","0","0"
"64235520","0","0","0"
"65495040","0","0","0"
"66754560","0","0","0"
"68014080","0","0","0"
"69273600","0","0","0"
"70533120","0","0","0"
"71792640","0","0","0"
"73052160","0","0","0"
"74311680","0","0","0"
"75571200","0","0","0"
"76830720","0","0","0"
"78090240","0","0","0"
"79349760","0","0","0"
"80609280","0","0","0"
"81868800","0","0","0"
"83128320","0","0","0"
"84387840","0","0","0"
"85647360","0","0","0"
"86906880","0","0","0"
"88166400","0","0","0"
"89425920","0","0","0"
"90685440","0","0","0"
"91944960","0","0","0"
"93204480","0","0","0"
"94464000","0","0","0"
"95723520","0","0","0"
"96983040","0","0","0"
"98242560","0","0","0"
"99502080","0","0","0"
"100761600","0","0","0"
"102021120","0","0","0"
"103280640","0","0","0"
"104540160","0","0","0"
"105799680","0","0","0"
"107059200","0","0","0"
"108318720","0","0","0"
"109578240","0","0","0"
"110837760","0","0","0"
"112097280","0","0","0"
"113356800","0","0","0"
"114616320","0","0","0"
"115875840","0","0","0"
"117135360","0","0","0"
"118394880","0","0","0"
"119654400","0","0","0"
"120913920","0","0","0"
"122173440","0","0","0"
"123432960","0","0","0"
"124692480","0","0","0"
"125952000","0","0","0"
"127211520","0","0","0"
"128471040","0","0","0"
"129730560","0","0","0"
"130990080","0","0","0"
"132249600","0","0","0"
"133509120","0","0","0"
"134768640","0","0","0"
"136028160","0","0","0"
"137287680","0","0","0"
"138547200","0","0","0"
"139806720","0","0","0"
"141066240","0","0","0"
"142325760","0","0","0"
"143585280","0","0","0"
"144844800","0","0","0"
"146104320","0","0","0"
"147363840","0","0","0"
"148623360","0","0","0"
"149882880","0","0","0"
"151142400","0","0","0"
"152401920","0","0","0"
"153661440","0","0","0"
"154920960","0","0","0"
"156180480","0","0","0"
"157440000","0","0","0"
"158699520","0","0","0"
"159959040","0","0","0"
"161218560","0","0","0"
"162478080","0","0","0"
"163737600","0","0","0"
"164997120","0","0","0"
"166256640","0","0","0"
"167516160","0","0","0"
"168775680","0","0","0"
"170035200","0","0","0"
"171294720","0","0","0"
"172554240","0","0","0"
"173813760","0","0","0"
"175073280","0","0","0"
"176332800","0","0","0"
"177592320","0","0","0"
"178851840","0","0","0"
"180111360","0","0","0"
"181370880","0","0","0"
"182630400","0","0","0"
"183889920","0","0","0"
"185149440","0","0","0"
"186408960","0","0","0"
"187668480","0","0","0"
"188928000","0","0","0"
"190187520","0","0","0"
"191447040","0","0","0"
"192706560","0","0","0"
"193966080","0","0","0"
"195225600","0","0","0"
"196485120","0","0","0"
"197744640","0","0","0"
"199004160","0","0","0"
"200263680","0","0","0"
"201523200","0","0","0"
"202782720","0","0","0"
"204042240","0","0","0"
"205301760","0","0","0"
"206561280","0","0","0"
"207820800","0","0","0"
"209080320","0","0","0"
"210339840","0","0","0"
"211599360","0","0","0"
"212858880","0","0","0"
"214118400","0","0","0"
"215377920","0","0","0"
"216637440","0","0","0"
"217896960","0","0","0"
"219156480","0","0","0"
"220416000","0","0","0"
"221675520","0","0","0"
"222935040","0","0","0"
"224194560","0","0","0"
"225454080","0","0","0"
"226713600","0","0","0"
"227973120","0","0","0"
"229232640","0","0","0"
"230492160","0","0","0"
"231751680","0","0","0"
"233011200","0","0","0"
"234270720","0","0","0"
"235530240","0","0","0"
"236789760","0","0","0"
"238049280","0","0","0"
"239308800","0","0","0"
"240568320","0","0","0"
"241827840","0","0","0"
"243087360","0","0","0"
"244346880","0","0","0"
"245606400","0","0","0"
"246865920","0","0","0"
"248125440","0","0","0"
"249384960","0","0","0"
"250644480","0","0","0"
