"Step","run - eval/episode_success","run - eval/episode_success__MIN","run - eval/episode_success__MAX"
"155021824","208.4609375","208.4609375","208.4609375"
"156259840","212.296875","212.296875","212.296875"
"157497856","162.3671875","162.3671875","162.3671875"
"158735872","169.89453125","169.89453125","169.89453125"
"159973888","155.953125","155.953125","155.953125"
"161211904","209.16015625","209.16015625","209.16015625"
"162449920","261.44140625","261.44140625","261.44140625"
"163687936","227.22265625","227.22265625","227.22265625"
"164925952","175.87109375","175.87109375","175.87109375"
"166163968","252.51953125","252.51953125","252.51953125"
"167401984","234.8671875","234.8671875","234.8671875"
"168640000","143.5390625","143.5390625","143.5390625"
"169878016","224.70703125","224.70703125","224.70703125"
"171116032","133.87109375","133.87109375","133.87109375"
"172354048","86.15625","86.15625","86.15625"
"173592064","169.734375","169.734375","169.734375"
"174830080","106.12890625","106.12890625","106.12890625"
"176068096","176.9375","176.9375","176.9375"
"177306112","165.94140625","165.94140625","165.94140625"
"178544128","246.453125","246.453125","246.453125"
"179782144","236.765625","236.765625","236.765625"
"181020160","177.234375","177.234375","177.234375"
"182258176","205.41796875","205.41796875","205.41796875"
"183496192","74.30078125","74.30078125","74.30078125"
"184734208","141.10546875","141.10546875","141.10546875"
"185972224","106.3203125","106.3203125","106.3203125"
"187210240","89.1640625","89.1640625","89.1640625"
"188448256","155.1015625","155.1015625","155.1015625"
"189686272","132.8515625","132.8515625","132.8515625"
"190924288","182.81640625","182.81640625","182.81640625"
"192162304","191.015625","191.015625","191.015625"
"193400320","75.22265625","75.22265625","75.22265625"
"194638336","235.18359375","235.18359375","235.18359375"
"195876352","234.53515625","234.53515625","234.53515625"
"197114368","46.4375","46.4375","46.4375"
"198352384","101.2265625","101.2265625","101.2265625"
"199590400","203.96875","203.96875","203.96875"
"200828416","188.9765625","188.9765625","188.9765625"
"202066432","117.72265625","117.72265625","117.72265625"
"203304448","218.6875","218.6875","218.6875"
"204542464","233.328125","233.328125","233.328125"
"205780480","122.859375","122.859375","122.859375"
"207018496","210.9609375","210.9609375","210.9609375"
"208256512","111.7734375","111.7734375","111.7734375"
"209494528","87.81640625","87.81640625","87.81640625"
"210732544","186.60546875","186.60546875","186.60546875"
"211970560","169.6953125","169.6953125","169.6953125"
"213208576","58.05078125","58.05078125","58.05078125"
"214446592","121.27734375","121.27734375","121.27734375"
"215684608","155.87890625","155.87890625","155.87890625"
"216922624","234.09765625","234.09765625","234.09765625"
"218160640","200.48046875","200.48046875","200.48046875"
"219398656","156.41796875","156.41796875","156.41796875"
"220636672","274.6484375","274.6484375","274.6484375"
"221874688","269.66015625","269.66015625","269.66015625"
"223112704","189.0703125","189.0703125","189.0703125"
"224350720","293.6640625","293.6640625","293.6640625"
"225588736","275.75","275.75","275.75"
"226826752","189.89453125","189.89453125","189.89453125"
"228064768","258.9375","258.9375","258.9375"
"229302784","187.40625","187.40625","187.40625"
"230540800","238.79296875","238.79296875","238.79296875"
"231778816","143.546875","143.546875","143.546875"
"233016832","194.39453125","194.39453125","194.39453125"
"234254848","267.25390625","267.25390625","267.25390625"
"235492864","142.3515625","142.3515625","142.3515625"
"236730880","186.21875","186.21875","186.21875"
"237968896","295.07421875","295.07421875","295.07421875"
"239206912","219.51171875","219.51171875","219.51171875"
"240444928","181.63671875","181.63671875","181.63671875"
"241682944","315.68359375","315.68359375","315.68359375"
"242920960","224.7421875","224.7421875","224.7421875"
"244158976","282.7109375","282.7109375","282.7109375"
"245396992","286.4140625","286.4140625","286.4140625"
"246635008","380.17578125","380.17578125","380.17578125"
"247873024","174.6796875","174.6796875","174.6796875"
